id,doc_type,text_chunk
doc_40,Judgement,"on that we should rely upon the highest sale exemplar, which is Ex. P5, rather than solely depending upon an average of the multiple sale deeds produced before us. Despite the Respondents’ vehement contention that Ex. P5 should not be relied upon owing to it being a significantly smaller parcel of land— the detailed analysis conducted above indicates no reason why Ex. P5 cannot be utilised to determine the amount of compensation to be awarded to the Appellants for the acquired land. 30. Thus, ha"
doc_40,Judgement,"ving established the sale exemplar being relied upon and consequentially the base price to be Rupees 1,81,33,867 per acre, we now proceed to the aspect of deductions to be applied to the amount so determined. In this regard, there is no hard and fast rule on the amount of deduction to be applied towards 25 | Pagedevelopment charges. Instead, such deductions may, for the purpose of making a small area of land comparable to larger tracts, range from a minimum of 20% to a maximum of 75%.14 31. Sinc"
doc_40,Judgement,"e the degree of application of cuts is essentially a question of fact dependent on the unique circumstances of each case, the particulars to be reckoned with in determining the extent of such deduction often include a myriad of factors, such as the relative difference in the size of the land in the sale exemplar vis a vis the acquired land, proximity to a road, nearness to developed areas, etc.15 Additionally, several decisions have also taken into account the nature of the lands because of the "
doc_40,Judgement,"stark difference that may exist between the valuation of an agricultural or undeveloped land and the sale price of a small developed plot in a private layout.16 32. Circling back to the facts of the present case, it is evident that the land in Ex. P5 is similar in nature to the acquired land, both being agricultural land. Its proximity to the acquired land and the fact that it is situated in the same village of Tauru, are relevant 14 Balwan Singh v. State of Haryana and others, 2022 SCC Online S"
doc_40,Judgement,"C 637; Chandrashekar v. --- LAO, (2012) 1 SCC 390. 15 Subh Ram v. State of Haryana, (2010) 1 SCC 444. 16 Ibid. 26 | Pagewhen determining the extent of deductions to be applied in calculating the compensation to be granted to the Appellants. Additionally, what is also of utmost importance is that the value of the land is corroborated by surrounding circumstances, which point towards its potentiality. Although Ex. P76 cannot be relied upon since it was executed after the Section 4 notification, it"
doc_40,Judgement," nonetheless reflects the land’s potential for being used other than for agricultural purposes. Moreover, the acquired land’s strategic location near the Bus Stand, Grain Market and Main Bazaar, besides being located near Palwal-Sohna-Rewari State Highway, as well as its proximity to the Industrial Township at Bhiwadi, and nearby schools and colleges, further supports the assertion that the land possesses immense potentiality. 33. --- On the face of these distinctive factors lies the challenge o"
doc_40,Judgement,"f ascertaining the appropriate extent of deduction to be made. As already established, judicial precedents dictate that the amount of deduction to be applied towards developmental charges can range from anywhere between 20% to 75%. On the one hand, we must acknowledge and recognise the stark disparity between the size of the land covered by the sale exemplar and the acquired land. On the other hand, it is incumbent that we take note of the various 27 | Pageadvantageous factors associated with th"
doc_40,Judgement,"e acquired land at the time of issuance of the Section 4 notification. A balanced approach in adjudicating this particular issue is therefore necessary. Considering these militating aspects, we cannot justify applying deduction at either extreme end of the spectrum. A prudent course of action might be to steer a middle path, aiming for a range approximately between 46% to 50%. 34. Having said that, even if we were to apply the higher end of deductions from this middle course, at 50%, the compens"
doc_40,Judgement,"ation to be granted to the Appellants would still surpass the amount initially determined by the LAC and would in fact, be closer in range to the rate granted by the Reference Court. 35. Alternatively, and only to bolster our above arrived conclusion, even if the principle of averaging were applied, the most suitable sale instances for this purpose, as discussed earlier, would be Ex. P2 to Ex. --- P8 and Ex. P10, which are noted to be in close proximity to the acquired land. Upon evaluation, the"
doc_40,Judgement," average price of these lands is Rupees 1,49,71,733 per acre, which exceeds the sale consideration shown in most comparable sale examples. This leaves no room for doubt that the compensation awarded by the Reference Court, at the rate of Rupees 92,62,500 per acre, was 28 | Pageneither excessive nor beyond the fair and just value of the acquired land. 36. However, considering the totality of the circumstances and recognizing that the subject land has not been acquired for profiteering or commerci"
doc_40,Judgement,"al purposes, but primarily for the development of a residential area, we find it appropriate to rely on the valuation reflected in the best exemplar, Ex. P/5, as a fair and reasonable basis for compensation. 37. Thus, upon careful consideration, we are of the considered opinion that the High Court erred in reducing the valuation of the land and affirming the figures granted by the LAC. As demonstrated by our analysis above, the evaluation conducted by the Reference Court was nearly accurate and "
doc_40,Judgement,"aligned with the evidence of the sale deeds and potentiality, despite the fact that the sale exemplar Ex. P76, on which it relied upon, may not have been ideal, given the circumstances and its commercial nature. --- E. --- CONCLUSION 38. For the reasons stated above, these appeals are allowed, the impugned leading judgment dated 23.08.2022 of the High Court, as well as all other judgments following the said leading judgment 29 | Pagewhich are under challenge in this batch of appeals, are hereby "
doc_40,Judgement,"set aside, and the compensation amount granted by the Reference Court is hereby restored. 39. The compensation amount, if already not paid, wholly or partly, as per the award of the Reference Court, shall be paid to the Appellants and other land-owners along with all the statutory benefits including interest, within eight weeks. 40. --- All the matters stand disposed of in the aforementioned terms. ………..………………… J. (SURYA KANT) …………………………… J. (K.V. VISWANATHAN) NEW DELHI DATED: 21.10.2024 30 | Pa"
doc_40,Judgement,ge
doc_41,Judgement,"2024 INSC 392 REPORTABLE IN THE SUPREME COURT OF INDIA CIVIL APPELLATE JURISDICTION CIVIL APPEAL NO.6135 OF 2024 (Arising out of SLP (Civil) No.4106/2021) UNION OF INDIA & ORS. … APPELLANTS Versus SANTOSH KUMAR TIWARI … RESPONDENT J U D G M E N T MANOJ MISRA, J. 1. --- Leave granted. --- 2. This appeal is against the judgment and order of the High Court of Orissa at Cuttack1 dated 10.12.2020, whereby the Writ Appeal No. 435/2020, preferred by the appellants against the judgment and order of the "
doc_41,Judgement,"learned Single Judge dated 14.01.2020, has been dismissed and the order of the learned Single Judge has been affirmed. 1 High Court Civil Appeal @ SLP (C) No. 4106/2021 Page 1 of 38Factual Matrix 3. The respondent2 was a Head Constable in Central Reserve Police Force3. He was charge-sheeted on allegations of assaulting and abusing his fellow colleague. In the ensuing enquiry, the charges were found proved against the respondent. As a result thereof, the respondent was compulsorily retired from s"
doc_41,Judgement,"ervice vide order dated 16.02.2006. Aggrieved therewith, the respondent filed a departmental appeal, which was dismissed by the Deputy Inspector General (P), CRPF vide order dated 28.07.2006. 4. Assailing the order of compulsory retirement and dismissal of his appeal, the respondent filed a Writ Petition (C) No.17398/2006 before a Single Judge Bench of the High Court. The learned Single Judge vide order dated 14.01.2020 allowed the writ petition, inter alia, on the ground that the punishment of "
doc_41,Judgement,"compulsory retirement was not one of 2 The original petitioner 3 CRPF Civil Appeal @ SLP (C) No.4106/2021 Page 2 of 38the punishments specified in Section 11 (1) of the Central Reserve Police Force Act, 19494. The operative portion of the order of the learned Single Judge is extracted below: “Thus, this court is of the opinion that the award of punishment by the order vide Annexure 5 not only remains bad, but in the circumstances, the consequential order vide Annexure 7 also becomes bad. In such"
doc_41,Judgement," view of the matter and as the Disciplinary Authority is to reconsider the question of punishment, this matter is relegated back to the Disciplinary Authority to hear the question of punishment, giving opportunity of hearing to the petitioner and pass the final order involving the disciplinary proceeding. For a remand of the matter to the Disciplinary Authority, this court observes, the Disciplinary Authority, while reconsidering the matter will also consider other grounds raised herein. For the"
doc_41,Judgement," setting aside of the order vide Annexure 5 and as the matter is relegated back to the authority, the position of the petitioner before passing of the final order shall be restored and for interference of this court with the order vide Annexures 5 and 7 release of the arrears, if any, involving the petitioner shall be dependent on the ultimate outcome involving fresh disposal of the proceeding by the Disciplinary Authority in terms of the directions of the apex court in paragraph 24 of the judge"
doc_41,Judgement,"ment in the case of Ranjit Singh versus Union of India as reported in (2006) 4 SCC 153.” 5. Aggrieved with the order of the learned Single Judge, the appellants preferred writ appeal (supra) 4 CRPF Act Civil Appeal @ SLP (C) No.4106/2021 Page 3 of 38before the Division Bench of the High Court, inter alia, on the following grounds: (i) The charges against the respondent were found proved in the enquiry. They were of serious nature warranting penalty including that of dismissal or removal from ser"
doc_41,Judgement,"vice. Compulsory retirement is nothing but a species of removal from service and, therefore, being a lesser penalty than dismissal or removal from service, was an imposable punishment. (ii) Section 11 of the CRPF Act provides that, subject to the rules made under the Act, the Commandant or any other authority or officer, as may be prescribed, award in lieu of, or in addition to, suspension or dismissal, anyone or more of the punishments specified therein to any member of the Force whom he consid"
doc_41,Judgement,"ers to be guilty of disobedience, neglect of duty or remissness in the discharge of any Civil Appeal @ SLP (C) No.4106/2021 Page 4 of 38duty or of other misconduct in his capacity as a member of the Force. Sub-section (1) of Section 18 empowers the Central Government to notify rules for carrying out the purposes of the CRPF Act. Sub-section (2) of Section 18 provides that without prejudice to the generality of the foregoing power, rules may provide for all or any of the matters specified therein"
doc_41,Judgement,", which includes regulating the award of minor punishment under Section 11, and providing for appeals from, or the revision of, orders under that section, or remission of fines imposed under that section. Rule 27 of the Central Reserve Police Force Rules, 19555, specifies the procedure for the award of punishments. Clause (a) of Rule 27 enumerates in a tabular form the punishments which could be imposed and the authority competent to impose such 5 CRPF Rules Civil Appeal @ SLP (C) No.4106/2021 P"
doc_41,Judgement,"age 5 of 38punishments. At serial no.4, under column no.2, in the table, the punishment of compulsory retirement is mentioned as being one of the punishments that may be imposed by the Commandant after a formal departmental enquiry. Thus, in light of the provisions of Section 11 of the CRPF Act read with Rule 27 of the CRPF Rules, and by taking into consideration that charges were duly proved in the enquiry, the punishment of compulsory retirement was fully justified. 6. The Division Bench of th"
doc_41,Judgement,"e High Court, however, found no merit in the writ appeal and dismissed the same accordingly. 7. In these circumstances, the appellants are before this Court questioning the impugned judgment and order of the High Court. 8. We have heard Ms. Aishwarya Bhati, learned Additional Solicitor General, appearing for the Civil Appeal @ SLP (C) No.4106/2021 Page 6 of 38appellants, and Mr. Anand Shankar, learned counsel, appearing for the respondent. Submissions on behalf of the appellants 9. --- Ms. Bhati"
doc_41,Judgement,", learned counsel for the appellants, inter alia, submitted: (i) The only ground pressed by the original petitioner was that the punishment of compulsory retirement is not imposable as it is not provided for in Section 11 of the CRPF Act, which is nothing but misconceived; (ii) The High Court while accepting the above ground failed to consider: (a) Section 116 of the CRPF Act is expressly made subject to any rules made under the 6 11. Minor punishments— (1) The Commandant or any other authority "
doc_41,Judgement,"or officer as may be prescribed, may, subject to any rules made under this Act, award in lieu of, or in addition to, suspension or dismissal any one or more of the following punishments to any member of the Force whom he considers to be guilty of disobedience, neglect of duty, or remissness in the discharge of any duty or of other misconduct in his capacity as a member of the Force, that is to say,— (a) reduction in rank; (b) fine of any amount not exceeding one month’s pay and allowances; (c) c"
doc_41,Judgement,"onfinement to quarters, lines or camp for a term not exceeding one month; (d) confinement in the quarter-guard for not more than twenty-eight days, with or without punishment drill or extra guard, fatigue or other duty; and (e) removal from any office of distinction or special emolument in the Force. Civil Appeal @ SLP (C) No.4106/2021 Page 7 of 38Act. Section 187 of the CRPF Act empowered the Central Government to make rules for (2) Any punishment specified in clause (c) or clause (d) of sub-se"
doc_41,Judgement,"ction (1) may be awarded by any gazetted officer when in command of any detachment of the Force away from headquarters, provided he is specially authorised in this behalf by the commandant. (3) The Assistant Commandant, a company officer or a subordinate officer, not being below the rank of subedar or inspector, commanding a separate detachment or an outpost, or in temporary command at the headquarters of the Force, may, without a formal trial, award to any member of the Force who is for the tim"
doc_41,Judgement,"e being subject to his authority any one or more of the following punishment for the commission of any petty offence against discipline which is not otherwise provided for in this Act, or which is not of a sufficiently serious nature to require prosecution before a criminal court, that is to say,— (a) confinement for not more than seven days in the quarter-guard or such other place as may be considered suitable, with forfeiture of all pay and allowances during its continuance; (b) punishment dri"
doc_41,Judgement,"ll, or extra guard, fatigue or other duty, for not more than thirty days with or without confinement to quarters, lines or camp; (c) censure or severe censure: Provided that this punishment may be awarded to a subordinate officer only by the Commandant. (4) A jemadar or sub-inspector who is temporarily in command of a detachment or an outpost may, in like manner and for the commission of any like offence, award to any member of the Force for the time being subject to his authority any of the pun"
doc_41,Judgement,"ishments specified in clause (b) of sub-section (3) for not more than fifteen days. 7 18. Power to make rules: - 1) The Central Government may by notification in the official Gazette, make rules for carrying out the purposes of this Act. (2) In particular and without prejudice to the generality of the foregoing power, such rules may provide for all or any of the following matters, namely:- (a) regulating the classes and grades of, and the pay, pension and other remuneration of, member of the for"
doc_41,Judgement,"ce, and their conditions of service in the force; (b) regulating the powers and duties of officers authorized to exercise any function by or under this Act; (c) fixing the period of service for members of the force; (d) regulating the award of minor punishment under section 11, and providing for appeals from, or the revision of, orders under that section, or the remission of fines imposed under that section, and the remission of deductions made under section 13; (e) regulating the several or col"
doc_41,Judgement,"lective liability of member of the force in the case of the loss or theft of weapons and ammunition; (f) for the disposal of criminal cases arising under this Act and for specifying the prison in which a person convicted in any such case may be confined. (3) Every rule made under this Act shall be laid, as soon as may be after it is made, before each House of Parliament, while it is in session, for a total period of thirty days which may be comprised in one session or in two or more successive s"
doc_41,Judgement,"essions, and if, before the expiry of the session immediately following the session or the successive sessions aforesaid, both Houses agree in making any modification in the rule, or both Houses agree that the rule should not be made, the rule shall thereafter have effect only in such modified form or be of no effect, as the cases may be; so, however, that any such modification or annulment shall be without prejudice to the validity of anything previously done under that rule. Civil Appeal @ SLP"
doc_41,Judgement," (C) No.4106/2021 Page 8 of 38carrying out the purposes of the Act and without prejudice to the generality of the foregoing power, rules could be made regulating the award of punishment under Section 11. CRPF Rules, 1955 were notified by the Central Government. Rule 278 8 27. Procedure for the award of punishments — (a) [The punishments shown as items 1 to 11 in column 2 of the table] below may be inflicted on non-- Gazetted Officers and men of the various ranks shown in each of the headings of "
doc_41,Judgement,"columns 3 to 6, by the authorities named below such headings under the conditions mentioned in column 7. [TABLE SI. Punishment Subedar Sub Others Consts. & Remarks No. (inspector) Inspector except enrolled Const. & followers enrolled followers 1 2 3 4 5 6 7 1. Dismissal or removal DIGP DIGP Comdt. Comdt. from the Force 2. Reduction to a lower time- DIGP DIGP Comdt. Comdt. scale of pay or service 3. Reduction to a lower stage DIGP DIGP Comdt. Comdt. To be in the time-scale of pay for inflicted af"
doc_41,Judgement,ter a specified period formal 4. Compulsory retirement DIGP DIGP Comdt. Comdt. departmental 5. Fine of any amount not DIGP DIGP Comdt. Comdt. enquiry exceeding one month’s pay and allowances 6. Confinement in the - - - Comdt. Quarter Guard exceeding seven days but not more than twenty eight days with or without punishment drill or extra guard fatigue or other duty 7. Stoppage of increment DIGP DIGP Comdt. Comdt. Civil Appeal @ SLP (C) No.4106/2021 Page 9 of 38specifically provided for compulsory
doc_41,Judgement," retirement as one of the punishments imposable on a non-gazetted officer, like the respondent. Thus, the impugned order of the High Court is in ignorance of the relevant provisions of the Act as well as the rules. (b) Section 11 empowers the Commandant or any other competent authority to award in lieu of, or in addition to, suspension or 8.. Removal from any office of DIGP DIGP Comdt. Comdt. May be distinction or special inflicted emolument in the Force without a formal departmental enquiry 9. "
doc_41,Judgement,"Censure Comdt. Comdt. Asstt. A. Comdt. or Comdt. Coy Comdr. or Coy Comdr. 10. Confinement to quarter - - - Comdt. Guard for not more than seven days with or without punishment or extra guard fatigue or other duty 11. Confinement to quarters - - - Comdt. lines, camp, punishment, drill, fatigue duties, etc., for a term not exceeding one month Note— 1. When the post of Deputy Inspector General remains unfilled for a period of over one month at a time the Commandant shall exercise the powers of puni"
doc_41,Judgement,"shing the Subedars (Inspectors) and Sub- Inspectors except the powers of ordering dismissal or removal from the Force. Note— 2. When the post of Commandant remains unfilled for a period of over one month at a time consequent on the incumbent proceeding on leave or otherwise, the Assistant Commandant shall exercise the powers of punishment vested in the Commandant, except the powers of ordering dismissal or removal from the Force. Civil Appeal @ SLP (C) No.4106/2021 Page 10 of 38dismissal anyone "
doc_41,Judgement,"or more of the specified punishments. The specified punishments include removal from any office of distinction or special emolument in the Force. Dismissal is the highest of those punishments. Removal is a lesser punishment. Section 11 uses the word removal as an expression of wide amplitude so as to include any punishment that has the effect of terminating the service. As compulsory retirement also entails in termination of service, it is nothing but a species of removal, which is permissible u"
doc_41,Judgement,"nder the CRPF Rules. Therefore, once an enquiry is held, charge of gross indiscipline is found proved, bearing in mind that the original petitioner was a member of a disciplined force, the punishment awarded, being one of the punishments imposable, was not liable to be interfered with by the High Court. Civil Appeal @ SLP (C) No.4106/2021 Page 11 of 3810. --- In support of her submissions, Ms. Bhati relied on two decisions of this Court, namely, (a) Union of India & Ors. v. Ghulam Mohd. Bhat9; a"
doc_41,Judgement,"nd (b) Union of India & Ors. v. Diler Singh10. Submissions on behalf of the respondent 11. --- Mr. Anand Shankar, learned counsel for the respondent, defending the impugned order submitted: (i) Punishment of compulsory retirement as specified in Rule 27 of the CRPF Rules is ultra vires the provisions of Section 11 of the CRPF Act, which is exhaustive, and no punishment beyond what is specified therein can be imposed; (ii) Decision of this Court in Ghulam Mohd. Bhat (supra) is of no help to the a"
doc_41,Judgement,"ppellants as it relates to the punishment of removal from 9 (2005) 13 SCC 228 10 (2016) 13 SCC 71 Civil Appeal @ SLP (C) No.4106/2021 Page 12 of 38service and not compulsory retirement from service; (iii) Rule 27 was framed in exercise of power delegated to the Central Government under clause (d) of sub-section (2) of Section 18 of the CRPF Act, which is only to regulate the award of minor punishment not to introduce any other species / kind of punishment. Therefore, a punishment which is not co"
doc_41,Judgement,"ntemplated under the statute cannot be introduced by way of a rule, particularly in absence of specific delegation of power in this regard. Dismissal and compulsory retirement are two different kinds of punishment and cannot be treated as interchangeable. Thus, in absence of any delegation of power to frame rules introducing a new punishment, Rule 27, to the extent it introduces the punishment of compulsory retirement, is ultra vires the CRPF Act; Civil Appeal @ SLP (C) No.4106/2021 Page 13 of 3"
doc_41,Judgement,"8(iv) The charge levelled on the original petitioner was not established, as no eye- witness was presented to prove it. Otherwise also, Hawaldar M. --- Devnath, who was allegedly assaulted by the original petitioner, was inimical to the original petitioner and made a false complaint. The Disciplinary Authority and the Appellate Authority acted in a mechanical manner. 12. In support of his submissions, Mr. Anand Shankar relied on a decision of this Court in General Officer Commanding-in-Chief & A"
doc_41,Judgement,"nr. v. Subash Chandra Yadav & Anr11. 11 (1988) 2 SCC 351 Civil Appeal @ SLP (C) No.4106/2021 Page 14 of 38Issues 13. Having taken note of the rival submissions, the issues that arise for our consideration in this appeal are as follows: (i) Whether the punishment of compulsory retirement from service could have been imposed upon the respondent by relying upon the provisions of Rule 27 of the CRPF Rules? (ii) Whether Rule 27 of the CRPF Rules to the extent it provides for punishments other than th"
doc_41,Judgement,"ose specified in Section 11 of the CRPF Act, ultra vires the CRPF Act and as such inoperable and void? (iii) Whether the punishment of compulsory retirement imposed upon the respondent suffers from any procedural infirmity and / or is shockingly disproportionate to the proven misconduct of the respondent? Civil Appeal @ SLP (C) No.4106/2021 Page 15 of 38An Overview of the CRPF Act and the Rules 14. Before we address the above issues it would be useful to have an overview of the relevant provisio"
doc_41,Judgement,"ns of the CRPF Act and the rules made thereunder. The CRPF Act is “an Act to provide for the constitution and regulation of an armed Central Reserve Police Force (for short the Force)”. Section 3 provides for constitution of the Force. Sub-section (2) of Section 3 provides that the Force shall be constituted in such manner, and the members of the Force shall receive such pay, pension and other remuneration, as may be prescribed. The word “prescribed” is defined in Section 2 (f) as prescribed by "
doc_41,Judgement,"rules made under the Act. Section 812 vests the superintendence, control and administration of the 12 Section 8. Superintendence, Control and Administration of the Force.--- ( 1) The superintendence of, and control over, the Force shall vest in the Central Government; and the Force shall be administered by the Central Government, in accordance with the provisions of this Act, and of any rules made there under, through such officers as the Central Government may from time to time appoint in this "
doc_41,Judgement,"behalf. (2) The headquarters of the force shall be at Neemuch or at such other place as may from time to time be specified by the Central Government. (3) While on active duty outside its headquarters, the Force shall be subject to the general control and direction of such authority or officer as may be prescribed or as may be specially appointed by the Central Government in this behalf. Civil Appeal @ SLP (C) No.4106/2021 Page 16 of 38Force in the Central Government. It declares that the Force s"
doc_41,Judgement,"hall be administered by the Central Government in accordance with the provisions of the Act and of any rules made thereunder, through such officers as the Central Government may from time to time appoint in that behalf. Section 9 enumerates “more heinous offences”, whereas Section 10 enumerates “less heinous offences”, both punishable under the Act. For “more heinous offences”, the punishment is of transportation for life or for a term of not less than seven years or with imprisonment for a term"
doc_41,Judgement," which may extend to 14 years or with fine which may extend to three months’ pay, or with fine to that extent, in addition to such sentence of transportation or imprisonment. The punishment for “less heinous offences” is imprisonment for a term which may extend to one year, or with fine which may extend to three months’ pay or with both. Section 11 deals with minor punishments. According to it, the Commandant or any other authority or Civil Appeal @ SLP (C) No.4106/2021 Page 17 of 38officer as m"
doc_41,Judgement,"ay be prescribed, may, subject to any rules made under the Act, award in lieu of, or in addition to, suspension or dismissal anyone or more of the punishments specified therein to any member of the Force whom he considers to be guilty of disobedience, neglect of duty, or remissness in the discharge of any duty or of other misconduct in his capacity as a member of the Force. One of the minor punishments specified in Section 11, other than dismissal or suspension, is “removal from any office of di"
doc_41,Judgement,"stinction or special emolument in the Force”. 15. Section 18 confers rule-making power on the Central Government. Sub-section (1) of Section 18 states that the Central Government may, by notification in the Official Gazette, make rules for carrying out the purposes of the Act. Sub-section (2) of Section 18 provides that without prejudice to the generality of the foregoing power, such rules may provide for all or any of the matters specified therein. Amongst other matters specified therein, claus"
doc_41,Judgement,"e (d), Civil Appeal @ SLP (C) No.4106/2021 Page 18 of 38inter alia, empowers the Central Government to make rules for regulating the award of minor punishment under Section 11, and providing for appeals from, or the revision of, orders under that section. 16. An overview of the CRPF Act would make it clear that the Central Government has overall superintendence and control over the Force and the Force is to be administered by the Central Government in accordance with the provisions of the CRPF A"
doc_41,Judgement,ct and of any rules made thereunder through such officers as the Central Government may from time to time appoint. Discussion/ Analysis 17. The rule-making power of the Central Government found in Section 18 is in broad terms. sub-section (1) of Section 18 empowers the Central Government to make rules for carrying out the purposes of the CRPF Act. Rule-making power under sub-section (2) of Section 18 is without prejudice to Civil Appeal @ SLP (C) No.4106/2021 Page 19 of 38the generality of the p
doc_41,Judgement,"ower conferred by sub-section (1) thereof. Thus, the Central Government is not only empowered to make rules for regulating the award of minor punishment under Section 11 but also to carry out the purposes of the Act which includes superintendence of, and control over, the Force as well as its administration. Punishment of compulsory retirement is intra vires the CRPF Act 18. Ordinarily a person in service cannot be visited with a punishment not specified in the contract of service or the law gov"
doc_41,Judgement,"erning such service. Punishments may be specified either in the contract of service or in the Act or the rules governing such service. In State Bank of India and Ors. v. --- T.J. Paul13 this Court had occasion to deal with a situation where, for a proven charge of gross misconduct, punishment of removal was not one of the punishments specified in the extant rules 13 1999 (4) SCC 759 Civil Appeal @ SLP (C) No.4106/2021 Page 20 of 38though, punishment of dismissal was imposable. This Court set asi"
doc_41,Judgement,"de the punishment of removal and remitted the matter to the Appellate Authority for considering imposition of one or the other punishment as specified in the extant rules. 19. In the case on hand the CRPF Rules provide for imposition of the punishment of compulsory retirement though the CRPF Act itself does not provide for it in specific terms. Therefore, the argument on behalf of the respondent is that the CRPF Rules are ultra vires the CRPF Act. In support of this submission reliance has been "
doc_41,Judgement,"placed on a decision of this Court in Subash Chandra Yadav (supra) where it was observed: “14……. It is well settled that rules framed under the provisions of a statute form part of the statute. In other words, rules have statutory force. But before a rule can have the effect of a statutory provision, two conditions must be fulfilled, namely, (1) it must conform to the provisions of the statute under which it is framed; and (2) it must also come within the scope and purview of the rule-making pow"
doc_41,Judgement,"er of the authority framing the rule. If either of these two conditions is not fulfilled, the rule so framed would be void.” (Emphasis supplied) Civil Appeal @ SLP (C) No.4106/2021 Page 21 of 3820. The CRPF Act while dealing with offences and punishments, categorizes offences in two parts. One “more heinous offences” (vide Section 9) and the other “less heinous offences” (vide Section 10). These two categories of offences entail a punishment of imprisonment and/or fine. The usual disciplinary ac"
doc_41,Judgement,"tion which befalls on a delinquent employee is envisaged as a minor punishment under Section 11 of the CRPF Act even though many of the punishments specified therein, such as dismissal, reduction in rank and removal from office of distinction, in common service jurisprudence are considered major punishment. That apart, Section 11 which describes minor punishments declares: (a) that the minor punishments specified in Section 11 may be awarded “in lieu of, or in addition to, suspension or dismissa"
doc_41,Judgement,"l”; and (b) that the power of the Commandant or any other authority or officer, as may be prescribed, to award the specified Civil Appeal @ SLP (C) No.4106/2021 Page 22 of 38punishment “is subject to any rules made under the CRPF Act”. Another important feature is that Section 11 does not use common expressions such as “dismissal from service” or “removal from service” while describing the punishments. Though, Rule 27 (vide Table) uses those expressions. 21. The question which would therefore ar"
doc_41,Judgement,"ise for our consideration is whether Section 11 is exhaustive as far as minor punishments imposable under the CRPF Act are concerned or it merely provides for a skeletal framework to be supplemented by the rules framed under the Act. 22. --- In Ghulam Mohd. Bhat (supra), a question arose whether punishment of removal from service could be awarded to a Constable in the Force. The argument against the award of punishment of removal from service was that it is not one of the punishments specified i"
doc_41,Judgement,"n Section 11 of the CRPF Act. The Union of India defended the said punishment on the ground that it is a species of dismissal and is Civil Appeal @ SLP (C) No.4106/2021 Page 23 of 38permissible under Rule 27 of the CRPF Rules. After examining the provisions of Section 11 of the CRPF Act and Rule 27 of the CRPF Rules, this Court observed: “5. A bare perusal of Section 11 shows that it deals with minor punishment as compared to the major punishments prescribed in the preceding section. It lays dow"
doc_41,Judgement,"n that the Commandant or any other authority or officer, as may be prescribed, may, subject to any rules made under the Act, award any one or more of the punishments to any member of the Force who is found guilty of disobedience, neglect of duty or remissness in the discharge of his duty or of other misconduct in his capacity as a member of the Force. According to the High Court the only punishments which can be awarded under this section are reduction in rank, fine, confinement to quarters and "
doc_41,Judgement,"removal from any office of distinction or special emolument in the Force. In our opinion, the interpretation is not correct, because the section says that these punishments may be awarded in lieu of, or in addition to, suspension or dismissal. 6. The use of the words “in lieu of, or in addition to, suspension or dismissal”, appearing in sub- section (1) of Section 11 before clauses (a) to (e) shows that the authorities mentioned therein are empowered to award punishment of dismissal or suspensio"
doc_41,Judgement,"n to the member of the Force who is found guilty and in addition to, or in lieu thereof, the punishment mentioned in clauses (a) to (e) may also be awarded. 8. --- It is fairly well-settled position in law that removal is a form of dismissal. This Court in Dattatraya Mahadev Nadkarni (Dr.) v. Municipal Corpn. of Greater Bombay [(1992) 2 SCC 547 : 1992 SCC (L&S) 615 : (1992) 20 ATC 275 : AIR 1992 SC 786] explained that removal and Civil Appeal @ SLP (C) No.4106/2021 Page 24 of 38dismissal from se"
doc_41,Judgement,"rvice stand on the same footing and both bring about termination of service though every termination of service does not amount to removal or dismissal. The only difference between the two is that in the case of dismissal the employee is disqualified from future employment while in the case of removal he is not debarred from getting future employment. Therefore, dismissal has more serious consequences in comparison to removal. In any event, Section 11(1) refers to the Rules made under the Act un"
doc_41,Judgement,"der which action can be taken. Rule 27 is part of the Rules made under the Act. Rule 27 clearly permits removal by the competent authority. In the instant case the Commandant who had passed the order of removal was the competent authority to pass the order.” (Emphasis supplied) 23. The learned counsel for the respondent seeks to distinguish the above decision, inter alia, on the ground that removal may be a species of dismissal or vice versa but compulsory retirement is not, because in common se"
doc_41,Judgement,"rvice jurisprudence compulsory retirement is not considered a punishment. Therefore, according to him, Rule 27 prescribes an altogether new punishment which is not contemplated by the CRPF Act. Hence, according to him, Rule 27 to that extent is ultra vires the CRPF Act and as such void. Civil Appeal @ SLP (C) No.4106/2021 Page 25 of 3824. To determine whether the punishment of compulsory retirement prescribed in Rule 27 is ultra vires the CRPF Act, it would be apposite to first examine the scope"
doc_41,Judgement," of rule-making power conferred on the Central Government by the statute. The CRPF Act, vide sub-section (1) of Section 18, grant the power to make rules in general terms, that is, “to carry out the purposes of this Act”. And, vide sub- section (2) of Section 18, “in particular and without prejudice to the generality of the foregoing power”, to make rules for all or any of the matters enumerated therein. Interpreting such a rule-making provision, in State of Jammu and Kashmir v. Lakhwinder Kumar"
doc_41,Judgement," and Ors.14, a two-Judge Bench of this Court, relying on a Constitution Bench decision in Rohtak & Hissar Districts Electric Supply Co. Ltd. v. State of U.P. & Ors.15, held: “23. In our opinion, when the power is conferred in general and thereafter in respect of enumerated matters, as in the present case, 14 (2013) 6 SCC 333 15 AIR 1966 SC 1471 Civil Appeal @ SLP (C) No.4106/2021 Page 26 of 38the particularization in respect of specified subject is construed as merely illustrative and does not l"
